valence,radius,koff,dif
1,50,0.1,0.00446761134943852
1,50,0.278255940220712,0.00649643159234834
1,50,0.774263682681127,0.00360495617760333
1,50,2.15443469003188,0.00152593947142533
1,50,5.99484250318941,0.000582744177415126
1,50,16.6810053720006,0.000214116916228754
1,50,46.4158883361278,7.75678560511579e-05
1,50,129.154966501488,2.79568861705875e-05
1,50,359.381366380463,1.0057601667403e-05
1,50,1000,3.615861431617e-06
1,100,0.1,0.050139045421615
1,100,0.278255940220712,0.0402450701535326
1,100,0.774263682681127,0.0209995384922876
1,100,2.15443469003188,0.00883842777768546
1,100,5.99484250318941,0.0033773951995522
1,100,16.6810053720006,0.00124171334591486
1,100,46.4158883361278,0.00044995727243996
1,100,129.154966501488,0.000162190039925233
1,100,359.381366380463,5.83507858629638e-05
1,100,1000,2.09782946535029e-05
1,150,0.1,0.151510987615386
1,150,0.278255940220712,0.103782552347704
1,150,0.774263682681127,0.0521501850871969
1,150,2.15443469003188,0.0217354771278292
1,150,5.99484250318941,0.00828206604064402
1,150,16.6810053720006,0.00304212770721822
1,150,46.4158883361278,0.00110201984314641
1,150,129.154966501488,0.000397185644316721
1,150,359.381366380463,0.000142888950678068
1,150,1000,5.13707456837318e-05
1,200,0.1,0.263994525793519
1,200,0.278255940220712,0.174592923894687
1,200,0.774263682681127,0.0870983763525109
1,200,2.15443469003188,0.0362626165388361
1,200,5.99484250318941,0.0138163523644301
1,200,16.6810053720006,0.00507504606927366
1,200,46.4158883361278,0.00183847458210207
1,200,129.154966501488,0.000662619441579788
1,200,359.381366380463,0.000238380208586925
1,200,1000,8.57013680319544e-05
1,250,0.1,0.364627773514869
1,250,0.278255940220712,0.239182099070986
1,250,0.774263682681127,0.11935496104674
1,250,2.15443469003188,0.0497460797439046
1,250,5.99484250318941,0.0189646986342051
1,250,16.6810053720006,0.00696781361423951
1,250,46.4158883361278,0.00252437206427843
1,250,129.154966501488,0.00090985930291649
1,250,359.381366380463,0.000327329722932105
1,250,1000,0.000117680598444095
1,300,0.1,0.443847305669418
1,300,0.278255940220712,0.29092254344818
1,300,0.774263682681127,0.145463177883613
1,300,2.15443469003188,0.0607121881771346
1,300,5.99484250318941,0.0231599903394499
1,300,16.6810053720006,0.00851132135608756
1,300,46.4158883361278,0.00308385474655472
1,300,129.154966501488,0.00111155091795011
1,300,359.381366380463,0.000399894861613385
1,300,1000,0.000143769625677887
1,350,0.1,0.499652775526986
1,350,0.278255940220712,0.327955382697329
1,350,0.774263682681127,0.164324547145375
1,350,2.15443469003188,0.0686686175257474
1,350,5.99484250318941,0.0262091429300316
1,350,16.6810053720006,0.00963387729010793
1,350,46.4158883361278,0.00349084960234156
1,350,129.154966501488,0.00125828377985443
1,350,359.381366380463,0.000452688427681027
1,350,1000,0.000162750476817672
1,400,0.1,0.535126754948051
1,400,0.278255940220712,0.351851162317092
1,400,0.774263682681127,0.176600767217163
1,400,2.15443469003188,0.0738678476503054
1,400,5.99484250318941,0.0282048337425567
1,400,16.6810053720006,0.010369037894628
1,400,46.4158883361278,0.00375744838558129
1,400,129.154966501488,0.00135440758976209
1,400,359.381366380463,0.000487274158359702
1,400,1000,0.000175185199055663
1,450,0.1,0.555583560738119
1,450,0.278255940220712,0.365830058752218
1,450,0.774263682681127,0.183841426620471
1,450,2.15443469003188,0.0769459554069122
1,450,5.99484250318941,0.029388122226808
1,450,16.6810053720006,0.0108051762557093
1,450,46.4158883361278,0.0039156422224643
1,450,129.154966501488,0.00141144957920432
1,450,359.381366380463,0.000507798643535828
1,450,1000,0.000182564506217023
1,500,0.1,0.566324365169774
1,500,0.278255940220712,0.373272231464862
1,500,0.774263682681127,0.187726729741464
1,500,2.15443469003188,0.0786035962481356
1,500,5.99484250318941,0.0300262684215785
1,500,16.6810053720006,0.0110405116423641
1,500,46.4158883361278,0.00400101859632322
1,500,129.154966501488,0.00144223702088952
1,500,359.381366380463,0.000518876667486017
1,500,1000,0.000186547499771701
2,50,0.1,-0.0014065137987192
2,50,0.278255940220712,0.0200647179597461
2,50,0.774263682681127,0.0195125636838032
2,50,2.15443469003188,0.0114367372111687
2,50,5.99484250318941,0.00514644044113317
2,50,16.6810053720006,0.00202846840749602
2,50,46.4158883361278,0.00075510534318592
2,50,129.154966501488,0.000274905416576019
2,50,359.381366380463,9.92603807622973e-05
2,50,1000,3.57327018882606e-05
2,100,0.1,0.0338430027684959
2,100,0.278255940220712,0.0793406636893392
2,100,0.774263682681127,0.0752635412534261
2,100,2.15443469003188,0.0470638910521015
2,100,5.99484250318941,0.0223269742421497
2,100,16.6810053720006,0.00904428244296266
2,100,46.4158883361278,0.00340559403799618
2,100,129.154966501488,0.00124528204283911
2,100,359.381366380463,0.00045035817162692
2,100,1000,0.000162218624065559
2,150,0.1,0.173595362819396
2,150,0.278255940220712,0.206934784037199
2,150,0.774263682681127,0.173240237565101
2,150,2.15443469003188,0.106036887420371
2,150,5.99484250318941,0.0503775361869426
2,150,16.6810053720006,0.0204696888156794
2,150,46.4158883361278,0.00772003543963389
2,150,129.154966501488,0.0028247127925748
2,150,359.381366380463,0.00102180914007031
2,150,1000,0.000368087303148873
2,200,0.1,0.329973642784121
2,200,0.278255940220712,0.347038459678735
2,200,0.774263682681127,0.280839848248157
2,200,2.15443469003188,0.171429226492512
2,200,5.99484250318941,0.0817414218524009
2,200,16.6810053720006,0.0333005656976347
2,200,46.4158883361278,0.0125740932893663
2,200,129.154966501488,0.00460292824512092
2,200,359.381366380463,0.00166534716884545
2,200,1000,0.000599947336189776
2,250,0.1,0.465108602967511
2,250,0.278255940220712,0.470584409190311
2,250,0.774263682681127,0.377851315061927
2,250,2.15443469003188,0.231448240996685
2,250,5.99484250318941,0.110831841756806
2,250,16.6810053720006,0.0452591902162119
2,250,46.4158883361278,0.0171069609203337
2,250,129.154966501488,0.00626468953390358
2,250,359.381366380463,0.00226690017997945
2,250,1000,0.000816701428250747
2,300,0.1,0.568016777847914
2,300,0.278255940220712,0.566550211602435
2,300,0.774263682681127,0.454768801041651
2,300,2.15443469003188,0.279794192198953
2,300,5.99484250318941,0.134477983476575
2,300,16.6810053720006,0.0550200515297077
2,300,46.4158883361278,0.0208128804915751
2,300,129.154966501488,0.00762412798010038
2,300,359.381366380463,0.00275912393985887
2,300,1000,0.000994075975083597
2,350,0.1,0.63827543181693
2,350,0.278255940220712,0.633304196497169
2,350,0.774263682681127,0.509298130361221
2,350,2.15443469003188,0.314564408363604
2,350,5.99484250318941,0.15162327224888
2,350,16.6810053720006,0.0621236134127867
2,350,46.4158883361278,0.0235138608432768
2,350,129.154966501488,0.00861546945033028
2,350,359.381366380463,0.00311813944236664
2,350,1000,0.0011234578158656
2,400,0.1,0.681601401761072
2,400,0.278255940220712,0.67522011541612
2,400,0.774263682681127,0.544162794950399
2,400,2.15443469003188,0.337097506598121
2,400,5.99484250318941,0.162818826644969
2,400,16.6810053720006,0.0667779720139891
2,400,46.4158883361278,0.0252859816645893
2,400,129.154966501488,0.00926622054576478
2,400,359.381366380463,0.00335385320790373
2,400,1000,0.00120840989464367
2,450,0.1,0.705849630174637
2,450,0.278255940220712,0.69910046528358
2,450,0.774263682681127,0.564377105454976
2,450,2.15443469003188,0.350331618778493
2,450,5.99484250318941,0.169441521675918
2,450,16.6810053720006,0.0695401280302899
2,450,46.4158883361278,0.0263389995288093
2,450,129.154966501488,0.0096530897298226
2,450,359.381366380463,0.00349400851883382
2,450,1000,0.00125892553411556
2,500,0.1,0.718207291427254
2,500,0.278255940220712,0.711488017803693
2,500,0.774263682681127,0.575044626824486
2,500,2.15443469003188,0.35740324858171
2,500,5.99484250318941,0.173004813613756
2,500,16.6810053720006,0.0710308745225061
2,500,46.4158883361278,0.0269080106074771
2,500,129.154966501488,0.00986223431520813
2,500,359.381366380463,0.00356979016256814
2,500,1000,0.00128624085547779
3,50,0.1,-0.0174788448722391
3,50,0.278255940220712,0.0178344920905816
3,50,0.774263682681127,0.027066969087099
3,50,2.15443469003188,0.020326746597439
3,50,5.99484250318941,0.0107384710794737
3,50,16.6810053720006,0.00460651659771791
3,50,46.4158883361278,0.00177913908232466
3,50,129.154966501488,0.000657075848084124
3,50,359.381366380463,0.000238515722082123
3,50,1000,8.60292538833982e-05
3,100,0.1,-0.000834453759530729
3,100,0.278255940220712,0.0708036938688364
3,100,0.774263682681127,0.0941267849361681
3,100,2.15443469003188,0.0757402736277989
3,100,5.99484250318941,0.043421317602677
3,100,16.6810053720006,0.0196451799771251
3,100,46.4158883361278,0.0077831988765197
3,100,129.154966501488,0.0029043572449439
3,100,359.381366380463,0.0010583773887398
3,100,1000,0.00038228495673929
3,150,0.1,0.141957579552615
3,150,0.278255940220712,0.211127208717405
3,150,0.774263682681127,0.218471714430144
3,150,2.15443469003188,0.166961872163242
3,150,5.99484250318941,0.0956712101461642
3,150,16.6810053720006,0.0435989767772526
3,150,46.4158883361278,0.0173518751882465
3,150,129.154966501488,0.00648782253277358
3,150,359.381366380463,0.00236603810380658
3,150,1000,0.000854852005472683
3,200,0.1,0.303993782643138
3,200,0.278255940220712,0.365865458671207
3,200,0.774263682681127,0.353988000214596
3,200,2.15443469003188,0.266963909934929
3,200,5.99484250318941,0.15361153459432
3,200,16.6810053720006,0.0703800415559387
3,200,46.4158883361278,0.0280927269061087
3,200,129.154966501488,0.0105168035269019
3,200,359.381366380463,0.00383717387751322
3,200,1000,0.00138661518185897
3,250,0.1,0.442613487089203
3,250,0.278255940220712,0.500347478226034
3,250,0.774263682681127,0.474246754215121
3,250,2.15443469003188,0.357644307182504
3,250,5.99484250318941,0.207015878120375
3,250,16.6810053720006,0.0952905107418423
3,250,46.4158883361278,0.0381240986523937
3,250,129.154966501488,0.0142856914095205
3,250,359.381366380463,0.0052141616092407
3,250,1000,0.00188445542285
3,300,0.1,0.547097749232354
3,300,0.278255940220712,0.603356980713544
3,300,0.774263682681127,0.568228172088886
3,300,2.15443469003188,0.429917715001143
3,300,5.99484250318941,0.250193321169926
3,300,16.6810053720006,0.115588736357651
3,300,46.4158883361278,0.0463264353644161
3,300,129.154966501488,0.0173715744462834
3,300,359.381366380463,0.00634217766981978
3,300,1000,0.00229235654204799
3,350,0.1,0.617731555125629
3,350,0.278255940220712,0.674067813806607
3,350,0.774263682681127,0.633966798988052
3,350,2.15443469003188,0.481395318208932
3,350,5.99484250318941,0.281348137524728
3,350,16.6810053720006,0.130337974344329
3,350,46.4158883361278,0.0523048686040136
3,350,129.154966501488,0.01962349573392
3,350,359.381366380463,0.00716571570775562
3,350,1000,0.00259020412932961
3,400,0.1,0.660866328740565
3,400,0.278255940220712,0.717899659948269
3,400,0.774263682681127,0.675462453103294
3,400,2.15443469003188,0.514452128678408
3,400,5.99484250318941,0.301598675362544
3,400,16.6810053720006,0.139987485288157
3,400,46.4158883361278,0.0562273416444296
3,400,129.154966501488,0.021102635474471
3,400,359.381366380463,0.00770686752477323
3,400,1000,0.00278595099483011
3,450,0.1,0.684772624910638
3,450,0.278255940220712,0.742555142254948
3,450,0.774263682681127,0.699222750089224
3,450,2.15443469003188,0.533697116240911
3,450,5.99484250318941,0.313525355370092
3,450,16.6810053720006,0.145705722357013
3,450,46.4158883361278,0.0585580262769628
3,450,129.154966501488,0.0219824437909024
3,450,359.381366380463,0.00802887570811645
3,450,1000,0.00290244512275952
3,500,0.1,0.696835866842627
3,500,0.278255940220712,0.755182791643381
3,500,0.774263682681127,0.711608387342277
3,500,2.15443469003188,0.543893061128119
3,500,5.99484250318941,0.319915131932795
3,500,16.6810053720006,0.148787452278025
3,500,46.4158883361278,0.0598173352104956
3,500,129.154966501488,0.0224582958650626
3,500,359.381366380463,0.0082031013934118
3,500,1000,0.00296548392867212
4,50,0.1,-0.0321280970419093
4,50,0.278255940220712,0.0116512781772256
4,50,0.774263682681127,0.0292463576089203
4,50,2.15443469003188,0.0264389680717667
4,50,5.99484250318941,0.0159350891714359
4,50,16.6810053720006,0.00742040446295413
4,50,46.4158883361278,0.00298391342205263
4,50,129.154966501488,0.00112061914310107
4,50,359.381366380463,0.000409378368305342
4,50,1000,0.0001480026332444
4,100,0.1,-0.0288817252238396
4,100,0.278255940220712,0.0555257547614637
4,100,0.774263682681127,0.0975794711322093
4,100,2.15443469003188,0.0929985137517466
4,100,5.99484250318941,0.0615272245965322
4,100,16.6810053720006,0.0308192424111375
4,100,46.4158883361278,0.0128937286602401
4,100,129.154966501488,0.00492615135211993
4,100,359.381366380463,0.00181161113477582
4,100,1000,0.000656565779461042
4,150,0.1,0.113913130603067
4,150,0.278255940220712,0.199482494577365
4,150,0.774263682681127,0.233219779421236
4,150,2.15443469003188,0.203611392757699
4,150,5.99484250318941,0.133661415743037
4,150,16.6810053720006,0.0676008096404976
4,150,46.4158883361278,0.0284978930394567
4,150,129.154966501488,0.0109274276934819
4,150,359.381366380463,0.00402443568843488
4,150,1000,0.00145933032098529
4,200,0.1,0.277607928260172
4,200,0.278255940220712,0.359308126121252
4,200,0.774263682681127,0.380861512200373
4,200,2.15443469003188,0.324014146336424
4,200,5.99484250318941,0.213094776254349
4,200,16.6810053720006,0.108554177472394
4,200,46.4158883361278,0.0459804220155238
4,200,129.154966501488,0.0176694043842703
4,200,359.381366380463,0.00651299669833984
4,200,1000,0.00236247793258225
4,250,0.1,0.417000010182488
4,250,0.278255940220712,0.497197567101825
4,250,0.774263682681127,0.510621805628549
4,250,2.15443469003188,0.432179898334119
4,250,5.99484250318941,0.285861228718913
4,250,16.6810053720006,0.146548169193769
4,250,46.4158883361278,0.0623016099943174
4,250,129.154966501488,0.0239799523306893
4,250,359.381366380463,0.00884462707856403
4,250,1000,0.00320898137571738
4,300,0.1,0.521559787178751
4,300,0.278255940220712,0.602049594448969
4,300,0.774263682681127,0.611114728899521
4,300,2.15443469003188,0.517674342843712
4,300,5.99484250318941,0.344381386371142
4,300,16.6810053720006,0.177439259108144
4,300,46.4158883361278,0.0756425078917546
4,300,129.154966501488,0.0291495542794775
4,300,359.381366380463,0.0107562995341597
4,300,1000,0.00390323160177553
4,350,0.1,0.591915686458254
4,350,0.278255940220712,0.673525204058242
4,350,0.774263682681127,0.680812613240518
4,350,2.15443469003188,0.578102879289105
4,350,5.99484250318941,0.386403050609559
4,350,16.6810053720006,0.199840375948847
4,350,46.4158883361278,0.0853630139494544
4,350,129.154966501488,0.0329236457290619
4,350,359.381366380463,0.0121529640256259
4,350,1000,0.0044105881317742
4,400,0.1,0.634682891815903
4,400,0.278255940220712,0.717528960591036
4,400,0.774263682681127,0.724446995023711
4,400,2.15443469003188,0.616625034227384
4,400,5.99484250318941,0.413592825916788
